Company Name,Form Type,CIK,Date Filed,File Name,Error
Silchester Continuation Ltd,13F-NT,1688553,20240430,edgar/data/1688553/0000950123-24-003660.txt,AUM not found or could not be parsed
Broad Peak Investment Advisers Pte Ltd,13F-NT,1547349,20240501,edgar/data/1547349/0000905148-24-001250.txt,AUM not found or could not be parsed
BAILLIE GIFFORD & CO LTD,13F-NT,1088876,20240501,edgar/data/1088876/0001088875-24-000068.txt,AUM not found or could not be parsed
Baxter Credit Union,13F-NT,2004832,20240501,edgar/data/2004832/0002004832-24-000003.txt,AUM not found or could not be parsed
Baillie Gifford Investment Management (Europe) Ltd,13F-NT,1772373,20240501,edgar/data/1772373/0001088875-24-000069.txt,AUM not found or could not be parsed
Kinsale Insurance Co,13F-NT,1881609,20240501,edgar/data/1881609/0001881609-24-000004.txt,AUM not found or could not be parsed
MEITAV MUTUAL FUNDS LTD,13F-NT,1731450,20240501,edgar/data/1731450/0001178913-24-001513.txt,AUM not found or could not be parsed
MEITAV PORTFOLIO MANAGEMENT LTD,13F-NT,1731451,20240501,edgar/data/1731451/0001178913-24-001515.txt,AUM not found or could not be parsed
Migdal Mutual Funds Ltd,13F-NT,1728584,20240501,edgar/data/1728584/0001178913-24-001528.txt,AUM not found or could not be parsed
"MONTAG & CALDWELL, LLC",13F-HR,67698,20240501,edgar/data/67698/0000067698-24-000003.txt,AUM not found or could not be parsed
Migdal Investment Portfolio Management (1998) Ltd.,13F-NT,1727574,20240501,edgar/data/1727574/0001178913-24-001524.txt,AUM not found or could not be parsed
Peilim Portfolio Management Ltd,13F-NT,1604401,20240501,edgar/data/1604401/0001178913-24-001497.txt,AUM not found or could not be parsed
MEITAV PROVIDENT FUNDS & PENSION LTD,13F-NT,1731130,20240501,edgar/data/1731130/0001178913-24-001517.txt,AUM not found or could not be parsed
SAXON WOODS ADVISORS LLC,13F-NT,1132700,20240501,edgar/data/1132700/0001226886-24-000007.txt,AUM not found or could not be parsed
Migdal Makefet Pension Funds & Provident Funds Ltd,13F-NT,1667118,20240501,edgar/data/1667118/0001178913-24-001526.txt,AUM not found or could not be parsed
Migdal Insurance Co Ltd,13F-NT,1667119,20240501,edgar/data/1667119/0001178913-24-001522.txt,AUM not found or could not be parsed
Wakefield Asset Managment Corp,13F-NT,1759421,20240501,edgar/data/1759421/0001759448-24-000005.txt,AUM not found or could not be parsed
Wakefield Wealth Management LLLP,13F-NT,1759448,20240501,edgar/data/1759448/0001759448-24-000004.txt,AUM not found or could not be parsed
BGL BNP PARIBAS S.A.,13F-NT,2010597,20240502,edgar/data/2010597/0002010597-24-000001.txt,AUM not found or could not be parsed
BNP Paribas (Suisse) S.A.,13F-NT,2010606,20240502,edgar/data/2010606/0002010597-24-000002.txt,AUM not found or could not be parsed
BNP Paribas Fortis,13F-NT,2010602,20240502,edgar/data/2010602/0002010597-24-000003.txt,AUM not found or could not be parsed
BRAMSON EDWARD J,13F-NT,1016268,20240502,edgar/data/1016268/0000921895-24-001001.txt,AUM not found or could not be parsed
BNP PARIBAS SECURITIES CORP,13F-NT,1197610,20240502,edgar/data/1197610/0001197610-24-000001.txt,AUM not found or could not be parsed
"Daiwa Securities Co., Ltd.",13F-NT,1513045,20240502,edgar/data/1513045/0001481045-24-000007.txt,AUM not found or could not be parsed
Daiwa Asset Management Co. Ltd,13F-NT,1513151,20240502,edgar/data/1513151/0001481045-24-000006.txt,AUM not found or could not be parsed
Global X Management (AUS) Ltd,13F-NT,1974187,20240502,edgar/data/1974187/0001568512-24-000013.txt,AUM not found or could not be parsed
DOMINI IMPACT INVESTMENTS LLC,13F-NT,1399069,20240502,edgar/data/1399069/0000950123-24-003717.txt,AUM not found or could not be parsed
Daiwa International Holdings Inc.,13F-NT,1545860,20240502,edgar/data/1545860/0001481045-24-000005.txt,AUM not found or could not be parsed
Kerren Makefet Pension & Provident Center - Cooperative Soci,13F-NT,1599721,20240502,edgar/data/1599721/0001178913-24-001543.txt,AUM not found or could not be parsed
Keren Hgimlaot Hmerkazit Histadrut Central Pension Fund Ltd.,13F-NT,1600084,20240502,edgar/data/1600084/0001178913-24-001540.txt,AUM not found or could not be parsed
Gervasini Geoffrey Todd,13F-NT,1766675,20240502,edgar/data/1766675/0001759448-24-000006.txt,AUM not found or could not be parsed
Horizons ETFs Management (Canada) Inc.,13F-NT,1573668,20240502,edgar/data/1573668/0001568512-24-000012.txt,AUM not found or could not be parsed
Mirae Asset Global Investments (Hong Kong) LTD,13F-NT,1423255,20240502,edgar/data/1423255/0001568512-24-000010.txt,AUM not found or could not be parsed
"Mitsubishi UFJ Securities Holdings Co., Ltd.",13F-NT,1374022,20240502,edgar/data/1374022/0001374022-24-000006.txt,AUM not found or could not be parsed
Mirae Asset Global Investments (USA) LLC,13F-NT,1488106,20240502,edgar/data/1488106/0001568512-24-000009.txt,AUM not found or could not be parsed
Mirae Asset Global Investments (USA) Inc.,13F-NT,1568512,20240502,edgar/data/1568512/0001568512-24-000008.txt,AUM not found or could not be parsed
MUTUAL OF AMERICA LIFE INSURANCE CO,13F-NT,743503,20240502,edgar/data/743503/0000950123-24-003723.txt,AUM not found or could not be parsed
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,13F-NT,1705339,20240502,edgar/data/1705339/0001568512-24-000011.txt,AUM not found or could not be parsed
"Gadsden, LLC",13F-NT,1726262,20240502,edgar/data/1726262/0001726262-24-000004.txt,AUM not found or could not be parsed
RBC Global Asset Management (U.S.),13F-NT,1179454,20240502,edgar/data/1179454/0000950123-24-003726.txt,AUM not found or could not be parsed
"Sherborne Investors Management GP, LLC",13F-NT,1406671,20240502,edgar/data/1406671/0000921895-24-001002.txt,AUM not found or could not be parsed
"Stoker Ostler Wealth Advisors, Inc.",13F-NT,1336488,20240502,edgar/data/1336488/0001336488-24-000002.txt,AUM not found or could not be parsed
Torrington Savings Bank,13F-NT,1755765,20240502,edgar/data/1755765/0001755765-24-000002.txt,AUM not found or could not be parsed
Welker Stephen,13F-NT,1914277,20240502,edgar/data/1914277/0000921895-24-001003.txt,AUM not found or could not be parsed
Aflac Asset Management LLC,13F-NT,1882466,20240503,edgar/data/1882466/0001882466-24-000004.txt,AUM not found or could not be parsed
Abingworth LLP,13F-NT,1397144,20240503,edgar/data/1397144/0000898432-24-000361.txt,AUM not found or could not be parsed
Acorn Advisory Capital L.P.,13F-NT,1730745,20240503,edgar/data/1730745/0000950123-24-003759.txt,AUM not found or could not be parsed
BI Holding A/S,13F-NT,1778243,20240503,edgar/data/1778243/0001778131-24-000004.txt,AUM not found or could not be parsed
COMMERCE BANCSHARES INC /MO/,13F-NT,22356,20240503,edgar/data/22356/0000022356-24-000032.txt,AUM not found or could not be parsed
C WorldWide Asset Management Fondsmaeglerselskab A/S,13F-NT,1605504,20240503,edgar/data/1605504/0001625244-24-000006.txt,AUM not found or could not be parsed
Carlyle Investment Management LLC,13F-NT,1354120,20240503,edgar/data/1354120/0000898432-24-000362.txt,AUM not found or could not be parsed
CapitalG III LP,13F-NT,1998562,20240503,edgar/data/1998562/0001998562-24-000007.txt,AUM not found or could not be parsed
Coronation Investment Management International (Pty) Ltd,13F-NT,1681639,20240503,edgar/data/1681639/0001172661-24-002009.txt,AUM not found or could not be parsed
CapitalG II LP,13F-NT,1779076,20240503,edgar/data/1779076/0001779076-24-000008.txt,AUM not found or could not be parsed
Coronation International Ltd,13F-NT,1938175,20240503,edgar/data/1938175/0001172661-24-002008.txt,AUM not found or could not be parsed
"CIM Global, L.L.C.",13F-NT,1555793,20240503,edgar/data/1555793/0000898432-24-000363.txt,AUM not found or could not be parsed
"Delphi Capital Management, Inc.",13F-NT,1571385,20240503,edgar/data/1571385/0000950123-24-003761.txt,AUM not found or could not be parsed
Forbion IV Management B.V.,13F-NT,2005384,20240503,edgar/data/2005384/0001802806-24-000030.txt,AUM not found or could not be parsed
Forbion Growth Management B.V.,13F-NT,1918318,20240503,edgar/data/1918318/0001802806-24-000029.txt,AUM not found or could not be parsed
"GV Management Company, L.L.C.",13F-NT,1940173,20240503,edgar/data/1940173/0001940173-24-000007.txt,AUM not found or could not be parsed
"GUGGENHEIM FUNDS DISTRIBUTORS, LLC",13F-NT,1167303,20240503,edgar/data/1167303/0001821268-24-000070.txt,AUM not found or could not be parsed
"GUGGENHEIM FUNDS INVESTMENT ADVISORS, LLC",13F-NT,1280782,20240503,edgar/data/1280782/0001821268-24-000068.txt,AUM not found or could not be parsed
Google LLC,13F-NT,1824723,20240503,edgar/data/1824723/0001824723-24-000010.txt,AUM not found or could not be parsed
HUNTINGTON BANCSHARES INC /MD/,13F-NT,49196,20240503,edgar/data/49196/0000049196-24-000052.txt,AUM not found or could not be parsed
JACKSON NATIONAL ASSET MANAGEMENT LLC,13F-NT,1164772,20240503,edgar/data/1164772/0001164772-24-000002.txt,AUM not found or could not be parsed
"Harlow Wealth Managment, Inc.",13F-NT,2022074,20240503,edgar/data/2022074/0002022074-24-000001.txt,AUM not found or could not be parsed
Intact Financial Corp,13F-NT,1385426,20240503,edgar/data/1385426/0001062993-24-009294.txt,AUM not found or could not be parsed
"Innovator Capital Management, LLC",13F-NT,1708237,20240503,edgar/data/1708237/0001213900-24-039543.txt,AUM not found or could not be parsed
"Frost Investment Advisors, LLC",13F-NT,1440916,20240503,edgar/data/1440916/0001440916-24-000002.txt,AUM not found or could not be parsed
"MILLINGTON SECURITIES, LLC",13F-NT,1449088,20240503,edgar/data/1449088/0001172661-24-002001.txt,AUM not found or could not be parsed
MARKEL GAYNER ASSET MANAGEMENT CORP,13F-NT,1034180,20240503,edgar/data/1034180/0001034180-24-000003.txt,AUM not found or could not be parsed
RP Holding Group LLC,13F-NT,1696130,20240503,edgar/data/1696130/0001104659-24-056736.txt,AUM not found or could not be parsed
"HANOVER INSURANCE GROUP, INC.",13F-NT,944695,20240503,edgar/data/944695/0000944695-24-000006.txt,AUM not found or could not be parsed
UNITED COMMUNITY BANKS INC,13F-NT,857855,20240503,edgar/data/857855/0001104659-24-056716.txt,AUM not found or could not be parsed
Verily Life Sciences LLC,13F-NT,1848282,20240503,edgar/data/1848282/0001848282-24-000009.txt,AUM not found or could not be parsed
AIA Investment Management Private Ltd,13F-NT,1757363,20240506,edgar/data/1757363/0001104659-24-057396.txt,AUM not found or could not be parsed
SECURITY INVESTORS LLC,13F-NT,791185,20240503,edgar/data/791185/0001821268-24-000066.txt,AUM not found or could not be parsed
Bpifrance Participations SA,13F-NT,1581835,20240506,edgar/data/1581835/0001104659-24-057208.txt,AUM not found or could not be parsed
CONTINENTAL CASUALTY CO,13F-NT,23997,20240506,edgar/data/23997/0000023997-24-000004.txt,AUM not found or could not be parsed
AIA Investment Management HK Ltd,13F-NT,1802469,20240506,edgar/data/1802469/0001104659-24-057397.txt,AUM not found or could not be parsed
CONTINENTAL CORP,13F-NT,24011,20240506,edgar/data/24011/0000024011-24-000005.txt,AUM not found or could not be parsed
Fidante Partners Ltd,13F-NT,1964205,20240506,edgar/data/1964205/0001172661-24-002015.txt,AUM not found or could not be parsed
Fiera Capital Inc.,13F-NT,945425,20240506,edgar/data/945425/0001172661-24-002025.txt,AUM not found or could not be parsed
Jackson Financial Inc.,13F-NT,1822993,20240506,edgar/data/1822993/0001104659-24-057443.txt,AUM not found or could not be parsed
"SouthState Bank, National Association",13F-NT,1820717,20240506,edgar/data/1820717/0001104659-24-057321.txt,AUM not found or could not be parsed
STONEX FINANCIAL INC.,13F-NT,1070092,20240506,edgar/data/1070092/0001070092-24-000008.txt,AUM not found or could not be parsed
"Sumnicht & Associates, LLC",13F-NT,1491661,20240506,edgar/data/1491661/0001491661-24-000002.txt,AUM not found or could not be parsed
StoneX Advisors Inc.,13F-NT,1650393,20240506,edgar/data/1650393/0001650393-24-000004.txt,AUM not found or could not be parsed
Volterra Technologies LP,13F-NT,1833567,20240506,edgar/data/1833567/0001172661-24-002011.txt,AUM not found or could not be parsed
ASB CAPITAL MANAGEMENT LLC,13F-NT,1082335,20240507,edgar/data/1082335/0001082335-24-000003.txt,AUM not found or could not be parsed
"South State Advisory, Inc.",13F-NT,1776610,20240506,edgar/data/1776610/0001104659-24-057320.txt,AUM not found or could not be parsed
ALLEN & CO INC/ALLEN HOLDING INC,13F-NT,904807,20240507,edgar/data/904807/0001214659-24-008473.txt,AUM not found or could not be parsed
Allen & CO LLC,13F-NT,1303053,20240507,edgar/data/1303053/0001214659-24-008475.txt,AUM not found or could not be parsed
"AssetMark Financial Holdings, Inc.",13F-NT,1591587,20240507,edgar/data/1591587/0001535865-24-000008.txt,AUM not found or could not be parsed
COMGEST S.A.,13F-NT,1059957,20240507,edgar/data/1059957/0001172661-24-002048.txt,AUM not found or could not be parsed
Comgest Far East Ltd,13F-NT,1762529,20240507,edgar/data/1762529/0001172661-24-002046.txt,AUM not found or could not be parsed
Comgest Asset Management International Ltd,13F-NT,1627512,20240507,edgar/data/1627512/0001172661-24-002044.txt,AUM not found or could not be parsed
Comgest Singapore Pte. Ltd.,13F-NT,1859652,20240507,edgar/data/1859652/0001172661-24-002047.txt,AUM not found or could not be parsed
Comgest Asset Management Japan Ltd.,13F-NT,1861228,20240507,edgar/data/1861228/0001172661-24-002045.txt,AUM not found or could not be parsed
Elishis Isser,13F-NT,1733572,20240507,edgar/data/1733572/0000921895-24-001055.txt,AUM not found or could not be parsed
"Eldridge Industries, LLC",13F-NT,1744219,20240507,edgar/data/1744219/0000869772-24-000008.txt,AUM not found or could not be parsed
CSOB Asset Management a.s.,13F-NT,1698364,20240507,edgar/data/1698364/0000950123-24-003943.txt,AUM not found or could not be parsed
Crescent Capital Group LP,13F-NT,1513857,20240507,edgar/data/1513857/0001104659-24-057810.txt,AUM not found or could not be parsed
HILLS BANCORPORATION,13F-NT,732417,20240507,edgar/data/732417/0000732417-24-000021.txt,AUM not found or could not be parsed
KBC Bank NV,13F-NT,1411306,20240507,edgar/data/1411306/0000950123-24-003945.txt,AUM not found or could not be parsed
KBC Asset Management NV,13F-NT,1411276,20240507,edgar/data/1411276/0000950123-24-003940.txt,AUM not found or could not be parsed
KBC FUND MANAGEMENT LTD.,13F-NT,1482555,20240507,edgar/data/1482555/0000950123-24-003942.txt,AUM not found or could not be parsed
MANUFACTURERS & TRADERS TRUST CO,13F-NT,899227,20240507,edgar/data/899227/0000950123-24-003956.txt,AUM not found or could not be parsed
"Leatherback Asset Management, LLC",13F-NT,1964608,20240507,edgar/data/1964608/0001172661-24-002049.txt,AUM not found or could not be parsed
Paradice Investment Management Pty Ltd,13F-NT,1623378,20240507,edgar/data/1623378/0001172661-24-002056.txt,AUM not found or could not be parsed
"People's United Advisors, Inc.",13F-NT,1745082,20240507,edgar/data/1745082/0000950123-24-003965.txt,AUM not found or could not be parsed
RBC TRUSTEES (Jersey) LTD,13F-NT,1368871,20240507,edgar/data/1368871/0001140361-24-024638.txt,AUM not found or could not be parsed
SEI INVESTMENTS MANAGEMENT CORP,13F-NT,907692,20240507,edgar/data/907692/0001041062-24-000084.txt,AUM not found or could not be parsed
SEI Investments Canada Co,13F-NT,1633036,20240507,edgar/data/1633036/0001041062-24-000083.txt,AUM not found or could not be parsed
SEI TRUST CO,13F-NT,1204692,20240507,edgar/data/1204692/0001041062-24-000085.txt,AUM not found or could not be parsed
SUN LIFE CAPITAL MANAGEMENT (U.S.) LLC,13F-NT,1381133,20240507,edgar/data/1381133/0001104659-24-057790.txt,AUM not found or could not be parsed
CHEVY CHASE TRUST Co,13F-NT,1051615,20240507,edgar/data/1051615/0001051615-24-000006.txt,AUM not found or could not be parsed
"Stewart Capital Advisors, LLC",13F-NT,1495708,20240507,edgar/data/1495708/0001495708-24-000002.txt,AUM not found or could not be parsed
"SYNTAX ADVISORS, LLC",13F-NT,1858294,20240507,edgar/data/1858294/0001858294-24-000002.txt,AUM not found or could not be parsed
Syncona Ltd,13F-NT,1725045,20240507,edgar/data/1725045/0000950123-24-003928.txt,AUM not found or could not be parsed
Syncona Holdings Ltd,13F-NT,1725043,20240507,edgar/data/1725043/0000950123-24-003927.txt,AUM not found or could not be parsed
Schoor Kalman,13F-NT,1733612,20240507,edgar/data/1733612/0000921895-24-001056.txt,AUM not found or could not be parsed
Syncona Investment Management Ltd,13F-NT,1765718,20240507,edgar/data/1765718/0000950123-24-003924.txt,AUM not found or could not be parsed
Sun Life Assurance Co of Canada,13F-NT,1381352,20240507,edgar/data/1381352/0001104659-24-057798.txt,AUM not found or could not be parsed
"Truist Advisory Services, Inc.",13F-NT,1696868,20240507,edgar/data/1696868/0001696868-24-000002.txt,AUM not found or could not be parsed
WILMINGTON TRUST CO,13F-NT,905571,20240507,edgar/data/905571/0000950123-24-003955.txt,AUM not found or could not be parsed
"Wilmington Trust Investment Management, LLC",13F-NT,1418288,20240507,edgar/data/1418288/0000950123-24-003959.txt,AUM not found or could not be parsed
